name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Heat Waves,Heat Waves,Glass Animals,6CDzDgIUqeDY5g8ujExx2f,2020-06-29,87,238805,0.761,0.44,0.525,6.7e-06,0.0921,0.531,-6.9,0.0944,80.87,11,4,happy
Are You Bored Yet? (feat. Clairo),Nothing Happens,Wallows,57RA3JGafJm5zRtKJiKPIm,2019-03-22,81,178000,0.682,0.156,0.683,2.32e-05,0.273,0.64,-6.444,0.0287,120.023,8,4,happy
Crush Culture,Sunset Season,Conan Gray,2sHwSBNDZN2yjCtgwStYt1,2018-11-16,70,204120,0.522,0.146,0.765,0.0,0.0866,0.455,-5.395,0.193,180.065,0,4,happy
Pompeii,All This Bad Blood,Bastille,4Ub8UsjWuewQrPhuepfVpd,2013-01-01,76,214147,0.679,0.0755,0.715,0.0,0.271,0.571,-6.383,0.0407,127.435,9,4,happy
The Love Club,Pure Heroine (Extended),Lorde,2yrJ1jWo3HLksJFUqUsZE4,2013-01-01,2,201433,0.794,0.212,0.493,0.0133,0.13,0.626,-7.257,0.0563,92.026,5,4,happy
The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,0P6AWOA4LG1XOctzaVu5tt,2017-12-15,74,171805,0.775,0.495,0.573,0.0,0.126,0.667,-4.933,0.0585,101.925,11,4,happy
Roadtrip,Roadtrip,Dream,4Agtk2MrapdZAVN7v6PuFO,2021-02-05,68,133661,0.459,0.316,0.581,0.0,0.124,0.49,-6.575,0.0713,176.195,10,4,happy
Fallen Down,UNDERTALE Soundtrack,Toby Fox,1jDMi92a9zNQuPD3uPMkla,2015-09-15,72,57818,0.624,0.797,0.66,0.786,0.114,0.871,-12.779,0.0569,110.021,2,3,happy
Painkiller,Free Time,Ruel,1YlulsUKDduOmC7WxvXYPW,2019-09-13,72,213506,0.683,0.0875,0.42,0.0,0.225,0.469,-6.51,0.0542,128.621,5,4,happy
Five Colours In Her Hair,Room On The 3rd Floor,McFly,26QkYH0dmzPQBprter9Jsw,2004-01-01,57,177453,0.464,0.0264,0.901,0.0,0.233,0.636,-3.421,0.0462,97.978,7,4,happy
Pumpin Blood,We Are Only What We Feel,NONONO,7ti4qMC7xYQeh1uRzj5XuM,2014,57,209485,0.618,0.000469,0.848,0.522,0.189,0.413,-4.36,0.0279,118.998,7,4,happy
I'm Still Standing,Too Low For Zero,Elton John,1jDJFeK9x3OZboIAHsY9k2,1983-05-30,83,183440,0.504,0.356,0.904,0.121,0.14,0.772,-6.863,0.179,176.808,6,4,happy
LDN,"Alright, Still (Deluxe)",Lily Allen,5wD6de7Fz1QfxVNkv1SEy7,2006-07-14,62,190773,0.675,0.0147,0.631,4.39e-06,0.379,0.917,-7.56,0.0261,100.027,5,4,happy
Concrete,Pebble Brain,Lovejoy,1ESrGv8T855RXBQonIuL4l,2021-10-14,66,196280,0.558,0.000248,0.727,0.0133,0.119,0.773,-7.347,0.0802,176.865,1,4,happy
Fuck You,"It's Not Me, It's You (Special Edition)",Lily Allen,4XE98WRGbBGRZ7jQ9wIwFt,2008-12-02,60,219893,0.775,0.0271,0.904,0.000303,0.06,0.84,-4.08,0.0437,130.009,1,4,happy
Want U Back,Sticks & Stones,Cher Lloyd,5InWRmnfgjVwQWoXHNBATu,2011-11-07,68,214013,0.696,0.0662,0.893,0.0,0.473,0.573,-2.963,0.076,97.954,9,4,happy
Hey Lover!,Cyclones and Hey Lover,Wabie,7rC3P7tpWriaC4hYWKwGQd,2019-06-19,69,162560,0.586,0.00614,0.744,0.000172,0.372,0.523,-10.142,0.0508,117.006,4,4,happy
Mr. Saxobeat,"Temazos, Vol. 15",Various Artists,5aVmO5v518OQ5tHgQs19JN,2014-12-17,29,194940,0.721,0.0139,0.87,0.0262,0.342,0.807,-8.391,0.0366,126.98,7,4,happy
Wake Me Up,True,Avicii,0nrRP2bk19rLc0orkWPQk2,2013-01-01,86,247426,0.532,0.0038,0.783,0.0012,0.161,0.643,-5.697,0.0523,124.08,2,4,happy
Don't Threaten Me with a Good Time,Death of a Bachelor,Panic! At The Disco,2fh3bZ8jZhMxOcfESE9nQY,2016-01-15,70,213093,0.559,0.0154,0.895,0.0,0.175,0.59,-4.476,0.0832,183.825,1,4,happy
It's All Futile! It's All Pointless!,Pebble Brain,Lovejoy,6letGsy9pQEAiVt0VLJIWg,2021-10-14,66,220386,0.543,0.00872,0.529,0.0484,0.0857,0.453,-8.919,0.0769,165.202,9,4,happy
Death of a Bachelor,Death of a Bachelor,Panic! At The Disco,1BECwm5qkaBwlbfo4kpYx8,2016-01-15,71,203506,0.462,0.0137,0.538,0.0,0.429,0.405,-5.527,0.059,139.256,0,4,happy
One Last Song,The Thrill Of It All (Special Edition),Sam Smith,01uk7IzZyFNfQTDBXxx6NB,2017-11-03,59,192922,0.672,0.367,0.53,0.0,0.321,0.485,-6.43,0.0284,103.326,1,3,happy
Rude,Don't Kill the Magic,MAGIC!,18n3RlT0UNcy2yHImHy8IT,2014-08-04,59,224840,0.773,0.0422,0.758,0.0,0.305,0.925,-4.993,0.0381,144.033,1,4,happy
"Soldier, Poet, King",Dear Wormwood,The Oh Hellos,26ky3sBMKv31Kpvil5pGDh,2015-10-16,0,165680,0.347,0.0322,0.769,0.000737,0.117,0.524,-7.747,0.0614,118.074,8,4,happy
Backyard Boy,Backyard Boy (Stripped),Claire Rosinkranz,04F42oEuKrRComYJfJuyVR,2020-10-02,72,129240,0.817,0.323,0.635,0.0,0.0738,0.454,-7.246,0.163,138.015,5,4,happy
Brazil,What Do You Think About the Car?,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,2017-07-21,81,252306,0.687,0.0941,0.617,1.27e-05,0.0898,0.665,-5.213,0.0287,121.079,4,4,happy
Best Friend,Best Friend,Rex Orange County,47Bg6IrMed1GPbxRgwH2aC,2017-01-25,79,262231,0.575,0.395,0.714,0.0,0.115,0.32,-5.247,0.0596,144.982,6,4,happy
Kiwi,Harry Styles,Harry Styles,33SNO8AaciGbNaQFkxvPrW,2017-05-12,80,176386,0.375,0.00064,0.93,0.0,0.318,0.491,-2.631,0.0561,147.124,2,4,happy
Lollipop,Life In Cartoon Motion,MIKA,2c4YggJQomYXSq4qLXrn4M,2007-01-01,59,183533,0.7,0.0375,0.623,1.03e-05,0.133,0.865,-5.351,0.0789,95.992,1,4,happy
Big Girl (You Are Beautiful),Life In Cartoon Motion,MIKA,1vTlUeZQx3G063arrFeyrT,2007-01-01,59,248000,0.795,0.0306,0.758,1.38e-06,0.269,0.821,-6.289,0.0712,115.99,11,4,happy
Grace Kelly,Life In Cartoon Motion,MIKA,2TdDRjNiF1HuRvnclprnce,2007-01-01,68,187733,0.677,0.0268,0.824,0.0164,0.363,0.696,-5.752,0.0449,122.223,0,4,happy
Water Under the Bridge,25,Adele,2DRMuw0U0QbkVQxWxdJV3M,2015-11-20,70,240439,0.59,0.0142,0.833,5.4e-06,0.105,0.538,-6.503,0.0615,94.963,5,4,happy
space girl,space girl,Frances Forever,7FjIYiD53wxlQmzTT6Wdpf,2020-03-27,70,231440,0.669,0.332,0.395,0.000196,0.37,0.196,-9.598,0.03,125.979,9,4,happy
Your New Boyfriend,Your New Boyfriend,Wilbur Soot,4vLBnQtece15fFhqWxZvJP,2020-12-11,71,239667,0.546,0.382,0.453,3.9e-05,0.106,0.74,-13.04,0.121,104.532,7,4,happy
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,2018-06-15,82,203417,0.596,0.0169,0.854,0.0,0.124,0.152,-5.114,0.463,120.274,7,4,happy
What the Hell,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2z4U9d5OAA4YLNXoCgioxo,2011-03-08,75,220706,0.578,0.00472,0.926,0.0127,0.14,0.877,-3.689,0.0548,149.976,6,4,happy
Since U Been Gone,Breakaway,Kelly Clarkson,6JY1IdkZGeIcPegKxjSKeb,2004,72,188960,0.662,0.00206,0.739,0.0603,0.113,0.382,-5.354,0.0322,130.999,9,4,happy
Model Buses,Pebble Brain,Lovejoy,2XHa3OK2B1oa5tqa5Sksc1,2021-10-14,65,170092,0.572,0.000334,0.782,0.134,0.149,0.313,-7.82,0.0469,161.788,11,4,happy
Grenade,Doo-Wops & Hooligans,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,2010-10-05,78,222091,0.704,0.148,0.558,0.0,0.107,0.245,-7.273,0.0542,110.444,2,4,happy
Blinding Lights,After Hours,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,91,200040,0.514,0.00146,0.73,9.54e-05,0.0897,0.334,-5.934,0.0598,171.005,1,4,happy
Internet Ruined Me,Internet Ruined Me,Wilbur Soot,2Q1s11otlyEtj80OgsqDFz,2020-05-25,65,255600,0.726,0.724,0.371,0.00299,0.132,0.568,-14.008,0.0623,160.24,9,4,happy
Into It,Chase Atlantic,Chase Atlantic,4HwDCXsMBC7SUdp2WT4MZP,2017-10-04,78,196767,0.518,0.0503,0.572,2.41e-05,0.129,0.291,-6.706,0.0416,130.053,10,4,happy
Wait a Minute!,ARDIPITHECUS,WILLOW,0y60itmpH0aPKsFiGxmtnh,2015-01-11,89,196520,0.764,0.0371,0.705,1.94e-05,0.0943,0.672,-5.279,0.0278,101.003,3,4,happy
House of Memories,Death of a Bachelor,Panic! At The Disco,2DgdHcjWmO3qd50RzuBLgZ,2016-01-15,89,208706,0.506,0.00272,0.817,0.0,0.0486,0.506,-5.051,0.0335,109.952,11,4,happy
Emperor's New Clothes,Death of a Bachelor,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,2016-01-15,70,158666,0.562,0.00302,0.904,0.0,0.0433,0.651,-4.947,0.0807,94.481,1,4,happy
Victorious,Death of a Bachelor,Panic! At The Disco,6od5hFv9IT5JHc7NEF9HRv,2016-01-15,69,178600,0.57,0.00205,0.865,0.0,0.404,0.691,-4.518,0.0472,110.01,8,4,happy
Thank You,No Angel,Dido,3yUcJwYu7fXAfqMj9krY6l,1999,75,218360,0.725,0.3,0.583,0.000238,0.0665,0.762,-9.942,0.0427,79.984,1,4,happy
Campus,Vampire Weekend,Vampire Weekend,5dUFfk2cwD8GiJPS03mYN0,2008-01-27,65,176466,0.639,0.22,0.704,0.0872,0.0849,0.645,-5.818,0.0659,162.983,7,4,happy
Don't Wanna Fall In Love,Smyle (Extended),KYLE,1YakuHfzKxjnseCEeVQtrY,2015-10-02,74,232368,0.486,0.0149,0.616,0.0,0.356,0.601,-6.9,0.277,132.151,0,4,happy
Mariposa,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,2019-08-28,75,210000,0.676,0.617,0.525,0.0,0.356,0.421,-5.88,0.028,112.011,9,4,happy
Till Forever Falls Apart,Till Forever Falls Apart,Ashe,2769RhOZs0ezRncRW1vryp,2021-03-02,70,222860,0.509,0.413,0.498,0.0,0.0674,0.283,-6.94,0.0315,99.729,2,4,happy
Year 3000,Busted,Busted,0zjB7ewBWnMgQDMQpFzt92,2002-01-01,64,196200,0.592,0.000219,0.842,0.0,0.0934,0.898,-6.681,0.0353,107.015,11,4,happy
Heroes - 2017 Remaster,"""Heroes"" (2017 Remaster)",David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,1977,77,371413,0.49,0.000671,0.758,0.484,0.092,0.435,-6.491,0.0297,112.114,7,4,happy
Creep,Pablo Honey,Radiohead,70LcF31zb1H0PyJoS1Sx1r,1993-02-22,84,238640,0.515,0.0097,0.43,0.000133,0.129,0.104,-9.935,0.0372,91.844,7,4,happy
Wild World,Tea For The Tillerman (Remastered 2020),Yusuf / Cat Stevens,7mjSHL2Eb0kAwiKbvNNyD9,1970-11-23,76,200560,0.48,0.345,0.542,0.000609,0.113,0.567,-8.51,0.0348,152.853,0,4,happy
Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races (Deluxe Edition 2011 Remaster),Queen,1n7xFAY4xoPeqRvrkzAtsw,1976-12-10,73,173173,0.543,0.577,0.461,0.0,0.0563,0.385,-6.724,0.0302,96.803,3,4,happy
Sex Sells,Are You Alright?,Lovejoy,6ShHxD0hoJSXajmcpQ5Ri8,2021-05-08,70,246536,0.468,0.00574,0.721,0.0,0.111,0.69,-9.175,0.0343,145.989,0,4,happy
Levitating,Future Nostalgia,Dua Lipa,39LLxExYz6ewLAcYrzQQyP,2020-03-27,85,203807,0.695,0.0561,0.884,0.0,0.213,0.914,-2.278,0.0753,103.014,6,4,happy
Ghost,Ghost,Ella Henderson,2FiceoWDJ67rrmb5tGBpgE,2014-06-08,58,216106,0.682,0.0464,0.836,3.13e-06,0.0797,0.486,-3.777,0.0424,104.984,9,4,happy
Perfume,Pebble Brain,Lovejoy,3Fn9orcpHw3TuqfB2NmZGC,2021-10-14,69,207009,0.623,0.000247,0.788,0.271,0.0978,0.955,-7.777,0.0415,121.974,8,4,happy
Moonlight,Just The Beginning,Grace VanderWaal,4XrvRf68c9H4orZZ9KoldQ,2017-11-03,61,174106,0.737,0.399,0.734,0.0,0.323,0.357,-4.71,0.156,91.999,7,4,happy
How to Be a Heartbreaker,Electra Heart (Deluxe),MARINA,2sEk5R8ErGIFxbZ7rX6S2S,2012-04-30,72,221493,0.69,0.0142,0.897,0.0,0.108,0.849,-4.696,0.0506,140.05,11,4,happy
Lucky,We Sing. We Dance. We Steal Things.,Jason Mraz,2qLMf6TuEC3ruGJg4SMMN6,2008-05-01,68,189613,0.625,0.294,0.414,0.0,0.151,0.669,-8.7,0.0369,130.088,0,4,happy
Taunt,Are You Alright?,Lovejoy,0r3QJbwBuR9UL0ai5qDTw7,2021-05-08,68,133779,0.476,0.0157,0.834,3.4e-05,0.263,0.895,-9.343,0.0951,186.844,7,4,happy
Tears Dry On Their Own,Back To Black (Deluxe Edition),Amy Winehouse,7MDfN1ldfTMtuXXdVz2Pzc,2006,70,186440,0.634,0.525,0.543,0.0,0.232,0.467,-13.391,0.181,121.557,1,4,happy
Discord,Discord,The Living Tombstone,611nlMA40SKg9gQ4pTVXT3,2012-01-21,69,193776,0.676,0.00682,0.835,3.04e-05,0.081,0.8,-4.382,0.044,104.987,8,4,happy
Strangers,Sucker Punch,Sigrid,3CWuU5kIw8zsWJTcgreUwl,2019-03-08,61,233725,0.758,0.00565,0.718,0.00132,0.0781,0.127,-6.129,0.0383,115.04,4,4,happy
Prayer in C - Robin Schulz Radio Edit,Prayer In C,Lilly Wood and The Prick,7icHQ0UDRFe98tfvI0yyhL,2014-07-04,62,189399,0.76,0.0219,0.886,7.43e-06,0.623,0.78,-5.356,0.0258,123.002,9,4,happy
Roses,Roses,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,2015-06-16,75,226738,0.713,0.0435,0.802,0.00377,0.309,0.343,-7.055,0.0561,100.001,4,4,happy
Paper Rings,Lover,Taylor Swift,4y5bvROuBDPr5fuwXbIBZR,2019-08-23,82,222400,0.811,0.0129,0.719,1.36e-05,0.0742,0.865,-6.553,0.0497,103.979,9,4,happy
Cause for Concern,Are You Alright?,Lovejoy,0HaNrvszmWl5vIwKuADD5Z,2021-05-08,64,202927,0.395,0.000408,0.87,0.0617,0.267,0.595,-9.437,0.05,150.028,3,4,happy
Scrawny,Nothing Happens,Wallows,1pNUmVxDiE8t6P1XxcZAv8,2019-03-22,71,166520,0.639,0.000985,0.816,0.0604,0.141,0.802,-5.28,0.0485,138.008,6,4,happy
A Young Understanding,Youth is Only Ever Fun in Retrospect,Sundara Karma,69O1kiLyWiyDlGau81SykI,2017-07-07,48,243826,0.459,0.00011,0.901,4.86e-05,0.228,0.156,-4.542,0.0834,141.964,9,4,happy
Line Without a Hook,Montgomery Ricky,Ricky Montgomery,5NvOZCjZaGGGL597exlQWv,2016-04-08,84,249586,0.432,0.262,0.652,0.0,0.258,0.507,-4.969,0.0285,190.028,8,3,happy
You'll Understand When You're Older,Pebble Brain,Lovejoy,6Jmcp9lvqThYqwJc033uWS,2021-10-14,63,232177,0.532,0.000522,0.727,0.0261,0.221,0.678,-8.618,0.0855,163.991,8,4,happy
Dry,Dry,Rancid Eddie,2ctj1bvKeVGfm78V9pN4CW,2021-09-26,0,190222,0.711,0.101,0.763,0.0,0.187,0.792,-3.888,0.0298,106.006,4,4,happy
"Oh Yeah, You Gonna Cry?",Pebble Brain,Lovejoy,1jas4QjqGPF9jIYukRMKke,2021-10-14,68,169642,0.711,0.00885,0.696,2.15e-05,0.0755,0.734,-6.927,0.0515,110.904,5,4,happy
One Day,Are You Alright?,Lovejoy,0IUprcNjE2hDtlvY8rq2W9,2021-05-08,71,144616,0.332,0.00696,0.737,0.0,0.0519,0.761,-8.572,0.0349,183.333,10,4,happy
Seventeen Going Under,Seventeen Going Under (Deluxe),Sam Fender,5rF6YUIlgiat22OT1lWspJ,2021-10-08,75,297933,0.48,0.00438,0.87,0.00603,0.0826,0.584,-4.792,0.0362,161.953,1,4,happy
Hypersonic Missiles,Hypersonic Missiles,Sam Fender,6CltzquypraYIlWFp48m1O,2019-09-13,69,237986,0.551,0.00089,0.814,1.16e-06,0.18,0.469,-3.683,0.0425,130.971,4,4,happy
Don't,x (Deluxe Edition),Ed Sheeran,1huvTbEYtgltjQRXzrNKGi,2014-06-21,73,219840,0.806,0.0113,0.608,0.0,0.635,0.849,-7.008,0.0659,95.049,1,4,happy
The Thrill,The Thrill,Wiz Khalifa,4wqzOaLxiCRy2Et8tRyNSX,2020-11-11,78,234333,0.817,0.277,0.775,0.0,0.108,0.806,-4.767,0.108,126.984,10,4,happy
Dakota,Language.Sex.Violence.Other?,Stereophonics,3qaSqrrevBrb84xl5JlptU,2005-01-01,71,297426,0.506,0.129,0.93,0.00682,0.0931,0.305,-3.499,0.0675,146.994,4,4,happy
Crash My Car,Dreamland,COIN,0X5mtNbqxbiTYkwj0CQc2f,2020-02-21,70,188306,0.244,0.00178,0.645,0.00574,0.301,0.529,-5.863,0.0456,183.577,5,5,happy
Cupid's Chokehold / Breakfast in America,The Papercut Chronicles,Gym Class Heroes,2Lhdl74nwwVGOE2Gv35QuK,2005-02-22,77,243773,0.72,0.237,0.744,0.0,0.255,0.619,-6.938,0.12,78.953,1,4,happy
"Ultraviolet - From ""Angus, Thongs and Perfect Snogging""",Ultraviolet,Stiff Dylans,4Zf3vqW6M3tAQAvywYgKU6,2008-07-18,55,226560,0.345,0.0108,0.989,0.0,0.0859,0.31,-2.9,0.125,169.87,8,4,happy
She's So Lovely,Scouting For Girls (Expanded Edition),Scouting For Girls,0wG4gampO24nC7VKm5pxjg,2007-09-17,68,223813,0.496,0.0622,0.857,0.0,0.0495,0.619,-3.313,0.0649,167.144,0,4,happy
EARFQUAKE,IGOR,"Tyler, The Creator",5hVghJ4KaYES3BFUATCYn0,2019-05-17,81,190066,0.554,0.23,0.498,5.98e-06,0.795,0.413,-8.866,0.0685,79.635,9,4,happy
Long Way Off,Seventeen Going Under (Deluxe),Sam Fender,2a4K3mAOcvFuVSaKqkQA4I,2021-10-08,57,229693,0.45,0.012,0.817,0.0,0.382,0.735,-4.13,0.0299,163.977,8,4,happy
Wherever I Go,Oh My My (Deluxe),OneRepublic,46jLy47W8rkf8rEX04gMKB,2016-12-02,70,169773,0.552,0.0915,0.689,0.0,0.27,0.349,-6.444,0.0425,99.961,10,4,happy
Jackie And Wilson,Hozier,Hozier,5xo1Gj4WTssjQgQ0w03cf2,2014-07-20,60,223120,0.566,0.0687,0.712,1.3e-05,0.124,0.753,-4.201,0.0334,82.193,6,4,happy
Genie,Genie,Des Cortez,5buu4W7qLFEP74uYAvqSv3,2022-03-29,23,267043,0.373,0.00146,0.639,0.000493,0.0979,0.182,-6.173,0.0311,180.204,11,4,happy
Sheesh!,Sheesh!,Surfaces,3ddNKnYpVx0uI8vcwbTQ5Y,2021-08-20,70,148846,0.743,0.161,0.832,0.0,0.0925,0.801,-3.937,0.0611,149.951,5,4,happy
Cape Cabo,Cape Cabo,Player1,6YHDQXIMTpcBHfsUqsvSgx,2022-04-15,55,174000,0.72,0.34,0.725,2.23e-05,0.0616,0.83,-3.462,0.277,180.063,8,4,happy
Remember,Remember,Becky Hill,4laAKIq9ZxBCwf99rauPYb,2021-06-18,78,160766,0.612,0.041,0.862,0.0,0.0907,0.354,-2.903,0.037,123.849,8,4,happy
The Voyage,The Voyage,RL,6P6VBYCpTqC2ZVVi7TPtPn,2022-06-09,30,240684,0.691,0.198,0.751,0.0,0.299,0.537,-6.948,0.312,88.479,11,4,happy
Dancing In The Moonlight (feat. NEIMY),Dancing In The Moonlight (feat. NEIMY),Jubël,4GSDkZt7GcmzBWmsMcpaVO,2018-06-22,76,164009,0.659,0.27,0.615,0.0,0.187,0.193,-5.865,0.0644,119.843,11,4,happy
Whistle,Whistle,Hoodie Forester,5cBvwieT5RLB9Ro2OOjBoI,2020-12-09,42,125052,0.615,0.062,0.748,0.0,0.567,0.485,-5.423,0.0374,95.027,0,4,happy
Who's In Your Head,Who's In Your Head,Jonas Brothers,5nhW8I46uDE5sc5ouEbzao,2021-09-17,68,183536,0.704,0.00447,0.778,0.0,0.0731,0.821,-5.331,0.0971,101.025,5,4,happy
Melody,Melody,Sigala,6Owc2SuzwO3LW1SAODYK3l,2022-01-21,79,167142,0.63,0.0231,0.91,1.91e-06,0.125,0.525,-2.681,0.058,123.017,10,4,happy
Somebody You Like,BREATHE,Felix Jaehn,43IcAhi0JNBOSqMuHonWQx,2021-10-01,58,152744,0.682,0.217,0.822,0.00148,0.12,0.595,-4.422,0.0399,120.02,5,4,happy
Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,77,169010,0.682,0.326,0.72,0.0,0.148,0.673,-8.173,0.0381,117.003,11,4,happy
Blue,Blue,Annissa Murad,7MwYNbj1Bugs0OEKQyN5pm,2022-04-08,24,207743,0.496,0.0834,0.617,0.0,0.138,0.555,-4.642,0.0585,162.309,4,4,happy
Runaway (with Sigala and JP Cooper),Runaway (with Sigala and JP Cooper),R3HAB,6tS1Fm9z3UKuLSxrinY3pC,2021-08-20,64,168196,0.617,0.213,0.756,0.0,0.152,0.432,-5.811,0.104,121.828,3,4,happy
Crazy What Love Can Do,Crazy What Love Can Do,David Guetta,1WCEAGGRD066z2Q89ObXTq,2022-04-08,86,169756,0.601,0.0282,0.713,0.0,0.158,0.464,-3.758,0.0449,122.872,4,4,happy
Mine,Mine,Gavin Haley,12Vkcc6xPb38rOHHmi0lkT,2022-06-10,40,143679,0.513,0.118,0.797,4.31e-05,0.519,0.626,-6.626,0.0643,78.403,5,4,happy
C'est La Vie,Pacifico (Deluxe),Surfaces,32DspJXRL1U3c9RwOhRJZE,2021-09-03,64,175435,0.761,0.18,0.566,0.0,0.207,0.631,-7.923,0.0397,108.01,9,4,happy
Skate,Skate,Bruno Mars,2sXf2JdbB2GlNju00kw9WE,2021-07-30,38,203122,0.708,0.037,0.598,0.0,0.17,0.698,-8.365,0.0291,112.027,5,4,happy
Sunshine,Sunshine,OneRepublic,5r43qanLhUCdBj8HN3fa6B,2021-11-10,84,163854,0.697,0.137,0.875,0.0,0.28,0.774,-4.621,0.034,140.069,5,4,happy
Numb,Numb,Marshmello,10xV5l9nhLvFpR8mqzs0bL,2022-06-10,84,155588,0.912,0.121,0.774,0.0127,0.101,0.632,-4.673,0.0455,119.966,0,4,happy
Don’t Wake Me Up,Don’t Wake Me Up,Jonas Blue,3LEgGAl9zLcQWGTp7ptqtQ,2022-01-07,78,188894,0.621,0.222,0.747,0.000194,0.147,0.426,-5.084,0.0337,124.015,11,4,happy
Run,Run,Becky Hill,6oYXbji1rn7U6bFuNYekpQ,2022-02-18,75,188731,0.601,0.0313,0.879,0.0,0.0793,0.589,-2.673,0.0353,124.013,2,4,happy
If You Really Love Me (How Will I Know),If You Really Love Me (How Will I Know),David Guetta,1V7bZ9gEIwFQpm8yGxRHNA,2021-07-02,75,184390,0.692,0.0512,0.883,0.0,0.228,0.614,-4.698,0.0582,122.984,7,4,happy
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,83,184104,0.776,0.0297,0.808,0.000127,0.103,0.494,-4.501,0.117,123.988,11,4,happy
OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,6Dy1jexKYriXAVG6evyUTJ,2021-08-13,83,162603,0.787,0.018,0.833,0.00747,0.0374,0.796,-4.403,0.0478,123.97,8,4,happy
Love on Me,Love on Me,Galantis,2MHCiOohBZEQuLgDTPvSzF,2016-09-30,58,205920,0.562,0.105,0.906,0.0,0.145,0.674,-2.085,0.0758,124.146,4,4,happy
Most People (with Lukas Graham),Most People (with Lukas Graham),R3HAB,3qGzO7CnDHKRT7KrR2JPFJ,2021-11-19,63,141052,0.748,0.0458,0.793,0.0,0.0955,0.592,-4.633,0.108,114.054,11,4,happy
Paper Trails,Paper Trails,Wayne Jetski,72pMgftnEAq5s9mfSC3ldW,2022-04-27,18,181708,0.67,0.137,0.606,0.0,0.317,0.81,-6.918,0.272,179.93,6,4,happy
Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),Camila Cabello,0QBzMgT7NIeoCYy3sJCof1,2022-03-04,92,206070,0.756,0.182,0.697,0.0,0.333,0.956,-6.377,0.0401,94.996,8,4,happy
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-20,82,183725,0.595,0.216,0.784,0.0,0.0608,0.479,-4.878,0.102,124.111,1,4,happy
A-O-K,A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,2021-05-06,21,173640,0.731,0.125,0.626,0.0,0.183,0.862,-6.919,0.0805,82.488,11,4,happy
On My Mind - Original Mix,On My Mind,DAMSTERAM,4NGMxdqS8KQa109oxRzcTY,2016-10-17,36,244333,0.799,0.0291,0.748,0.000488,0.0577,0.448,-7.996,0.0991,101.009,4,4,happy
Another Life (feat. FLETCHER & Josh Golden),Another Life,Surf Mesa,3ng7epefERNazaZkkbwLdq,2021-08-27,67,162954,0.648,0.0198,0.724,0.0,0.15,0.382,-5.189,0.0263,125.014,0,4,happy
Want It so Bad,Want It so Bad,Geoffro,4gdHgVRlS2DXrr6Ey588s3,2022-05-26,38,194443,0.772,0.268,0.545,0.000135,0.0835,0.538,-6.268,0.236,99.99,8,4,happy
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,Felix Jaehn,3c8iiZGfEammKJuWTErE5x,2018-02-16,74,186146,0.778,0.672,0.566,0.000197,0.0698,0.479,-6.959,0.0311,117.971,2,4,happy
Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,4qu63nuBpdn0qHUHuObEj1,2021-05-21,85,154983,0.721,0.00226,0.738,4.41e-06,0.118,0.637,-4.77,0.0403,119.976,7,4,happy
THATS WHAT I WANT,MONTERO,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2021-09-17,91,143901,0.737,0.00614,0.846,0.0,0.0486,0.546,-4.51,0.22,87.981,1,4,happy
Take Over Da Party,The Party Continues,Funky D,6fLU06wwIGFkxyr0fLTw6P,2022-05-27,20,299493,0.766,0.0777,0.905,0.0,0.466,0.935,-6.411,0.126,132.08,4,4,happy
More Than Friends,More Than Friends,24kGoldn,7f6CYOMT6sXv35ZTJRtXtA,2021-12-17,67,174645,0.592,0.0693,0.863,0.0,0.0835,0.716,-4.974,0.363,171.971,7,4,happy
Stay Awake,FORΞVΞR,Don Diablo,4PFgSzFS2nUmsp3zBav15H,2021-09-10,1,161401,0.657,0.00577,0.727,4.88e-05,0.27,0.352,-6.26,0.0488,99.988,0,4,happy
